Sim_ID,Age,Gender,Race,Country,E1_response,E1_score,E2_response,E2_score,E3_response,E3_score,E4_response,E4_score,E5_response,E5_score,E6_response,E6_score,E7_response,E7_score,E8_response,E8_score,E9_response,E9_score,E10_response,E10_score,N1_response,N1_score,N2_response,N2_score,N3_response,N3_score,N4_response,N4_score,N5_response,N5_score,N6_response,N6_score,N7_response,N7_score,N8_response,N8_score,N9_response,N9_score,N10_response,N10_score,A1_response,A1_score,A2_response,A2_score,A3_response,A3_score,A4_response,A4_score,A5_response,A5_score,A6_response,A6_score,A7_response,A7_score,A8_response,A8_score,A9_response,A9_score,A10_response,A10_score,C1_response,C1_score,C2_response,C2_score,C3_response,C3_score,C4_response,C4_score,C5_response,C5_score,C6_response,C6_score,C7_response,C7_score,C8_response,C8_score,C9_response,C9_score,C10_response,C10_score,O1_response,O1_score,O2_response,O2_score,O3_response,O3_score,O4_response,O4_score,O5_response,O5_score,O6_response,O6_score,O7_response,O7_score,O8_response,O8_score,O9_response,O9_score,O10_response,O10_score
NLP_P10_R0,57,Female,Caucasian (European),Australia,rarely,2,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,rarely,2,sometimes,3,rarely,2,often,4,rarely,2,rarely,2,rarely,2,rarely,2,rarely,2,rarely,2,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,sometimes,3,rarely,2,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,never,1,rarely,2,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,often,4
NLP_P11_R0,13,Male,Caucasian (European),Canada,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,rarely,2,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,sometimes,3,never,1,often,4,rarely,2,often,4,never,1,often,4,sometimes,3,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,rarely,2,often,4,never,1,often,4,rarely,2,sometimes,3,often,4
NLP_P12_R0,19,Female,South East Asian,Indonesia,rarely,2,rarely,2,often,4,rarely,2,sometimes,3,rarely,2,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,often,4,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,often,4,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,rarely,2,often,4,often,4
NLP_P13_R0,23,Female,Other,India,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,sometimes,3,rarely,2,often,4,rarely,2,sometimes,3,sometimes,3,often,4,never,1,often,4,often,4,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,sometimes,3,sometimes,3,often,4
NLP_P14_R0,18,Female,Caucasian (European),Belgium,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,sometimes,3,often,4,often,4
NLP_P15_R0,23,Female,Caucasian (Indian),India,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,sometimes,3,often,4,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,sometimes,3,sometimes,3,often,4
NLP_P16_R0,71,Male,Caucasian (European),Philippines,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,rarely,2,rarely,2,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,rarely,2,often,4,often,4
NLP_P17_R0,25,Male,South East Asian,United States of America,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,often,4
NLP_P18_R0,43,Female,Caucasian (European),United States of America,rarely,2,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,never,1,often,4,often,4,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,sometimes,3,often,4,often,4
NLP_P19_R0,32,Female,Caucasian (European),Canada,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,rarely,2,sometimes,3,sometimes,3,often,4,rarely,2,rarely,2,rarely,2,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,sometimes,3,never,1,sometimes,3,often,4,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,often,4
NLP_P20_R0,14,Female,Mixed Race,United States of America,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,rarely,2,often,4,never,1,sometimes,3,sometimes,3,sometimes,3,often,4
NLP_P21_R0,33,Female,Other,United States of America,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,sometimes,3,often,4,often,4,sometimes,3,sometimes,3,often,4,often,4,never,1,sometimes,3,often,4,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,sometimes,3,sometimes,3,often,4
NLP_P22_R0,53,Female,South East Asian,United States of America,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,often,4,sometimes,3,often,4,rarely,2,often,4,sometimes,3,often,4,never,1,often,4,often,4,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,often,4
NLP_P23_R0,22,Female,Caucasian (European),New Zealand,rarely,2,rarely,2,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,rarely,2,rarely,2,rarely,2,never,1,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,sometimes,3,rarely,2,often,4,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,often,4,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,sometimes,3,often,4,often,4
NLP_P24_R0,34,Male,South East Asian,United States of America,sometimes,3,rarely,2,often,4,rarely,2,often,4,never,1,often,4,often,4,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,often,4,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,often,4,never,1,often,4,often,4,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,sometimes,3,often,4,often,4
NLP_P25_R0,58,Female,Caucasian (European),United States of America,rarely,2,rarely,2,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,rarely,2,rarely,2,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,often,4,rarely,2,often,4,rarely,2,sometimes,3,sometimes,3,often,4,never,1,often,4,often,4,often,4,rarely,2,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,often,4
NLP_P26_R0,16,Female,South East Asian,Philippines,sometimes,3,rarely,2,often,4,sometimes,3,often,4,rarely,2,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,often,4,often,4,rarely,2,often,4,sometimes,3,sometimes,3,never,1,often,4,sometimes,3,sometimes,3,rarely,2,often,4,rarely,2,often,4,never,1,often,4,rarely,2,sometimes,3,often,4
NLP_P27_R0,19,Female,Caucasian (European),United States of America,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,often,4,never,1,sometimes,3,often,4,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,rarely,2,sometimes,3,often,4
NLP_P28_R0,17,Female,Caucasian (European),Australia,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,never,1,sometimes,3,sometimes,3,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,rarely,2,sometimes,3,often,4
NLP_P29_R0,33,Male,Caucasian (European),United States of America,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,never,1,sometimes,3,often,4,often,4,rarely,2,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4
NLP_P30_R0,32,Female,Caucasian (European),United States of America,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,often,4,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,often,4,never,1,often,4,often,4,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4
NLP_P31_R0,21,Male,Caucasian (European),Portugal,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,never,1,often,4,often,4,often,4,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,often,4,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,rarely,2,sometimes,3,often,4
NLP_P32_R0,16,Female,Caucasian (European),United States of America,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4,sometimes,3,rarely,2,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,rarely,2,sometimes,3,never,1,sometimes,3,sometimes,3,sometimes,3,often,4
NLP_P33_R0,15,Male,Caucasian (European),United States of America,sometimes,3,rarely,2,often,4,rarely,2,sometimes,3,rarely,2,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,rarely,2,never,1,sometimes,3,rarely,2,often,4,rarely,2,often,4,never,1,often,4,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,never,1,often,4,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,sometimes,3,often,4
NLP_P34_R0,23,Male,Caucasian (European),Romania,rarely,2,rarely,2,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,sometimes,3,often,4,often,4
NLP_P35_R0,32,Female,Caucasian (European),United States of America,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,often,4,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,never,1,sometimes,3,often,4,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,often,4
NLP_P36_R0,24,Male,Caucasian (Middle East),Egypt,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,often,4,never,1,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,sometimes,3,often,4,often,4
NLP_P37_R0,16,Male,Caucasian (European),United States of America,rarely,2,rarely,2,sometimes,3,rarely,2,sometimes,3,rarely,2,rarely,2,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,never,1,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,rarely,2,often,4,never,1,often,4,sometimes,3,sometimes,3,often,4
NLP_P38_R0,16,Female,Caucasian (European),Norway,rarely,2,rarely,2,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,often,4,rarely,2,often,4,sometimes,3,often,4,sometimes,3,rarely,2,rarely,2,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,often,4,often,4,sometimes,3,rarely,2,often,4,rarely,2,sometimes,3,sometimes,3,often,4,never,1,sometimes,3,often,4,often,4,rarely,2,often,4,rarely,2,often,4,never,1,often,4,rarely,2,sometimes,3,often,4
NLP_P39_R0,16,Male,Caucasian (European),United Kingdom of Great Britain and Northern Ireland,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,rarely,2,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,rarely,2,sometimes,3,rarely,2,often,4,rarely,2,sometimes,3,often,4
NLP_P40_R0,15,Female,South East Asian,United States of America,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,rarely,2,sometimes,3,often,4,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,rarely,2,often,4,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,sometimes,3,sometimes,3,often,4,rarely,2,often,4,never,1,often,4,rarely,2,sometimes,3,often,4
NLP_P41_R0,14,Male,Caucasian (North African),United States of America,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,often,4,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,never,1,often,4,rarely,2,often,4,rarely,2,sometimes,3,sometimes,3,often,4,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,sometimes,3,sometimes,3,sometimes,3,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,rarely,2,sometimes,3,often,4
